EXPERIMENT ID	PUBMED ID	SPECIES	EXPERIMENT DESCRIPTION	SAMPLE	SAMPLE SOURCE	SAMPLE NAME	IDENTIFICATIONS	METHODS	YEAR	ISOLATION METHOD	VESICLE TYPE
2905	33732415	Homo sapiens	Extracellular vesicles derived from oesophageal cancer containing P4HB promote muscle wasting via regulating PHGDH/Bcl-2/caspase-3 pathway	Esophageal cancer cells	cl	KYSE150	Protein	Western blotting	2021	Filtration|Centrifugal ultrafiltration|ExoQuick Kit|Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2906	33732415	Homo sapiens	Extracellular vesicles derived from oesophageal cancer containing P4HB promote muscle wasting via regulating PHGDH/Bcl-2/caspase-3 pathway	Esophageal cancer cells	cl	YES2	Protein	Western blotting	2021	Filtration|Centrifugal ultrafiltration|ExoQuick Kit|Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2907	33732415	Homo sapiens	Extracellular vesicles derived from oesophageal cancer containing P4HB promote muscle wasting via regulating PHGDH/Bcl-2/caspase-3 pathway	Esophageal cancer cells	cl	YES2	Protein	Western blotting	2021	Filtration|Centrifugal ultrafiltration|ExoQuick Kit|Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2908	33732415	Mus musculus	Extracellular vesicles derived from oesophageal cancer containing P4HB promote muscle wasting via regulating PHGDH/Bcl-2/caspase-3 pathway	Lung cancer cells	cl	LLC	Protein	Western blotting	2021	Filtration|Centrifugal ultrafiltration|ExoQuick Kit|Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2909	33732415	Mus musculus	Extracellular vesicles derived from oesophageal cancer containing P4HB promote muscle wasting via regulating PHGDH/Bcl-2/caspase-3 pathway	Lung cancer cells	cl	LLC	Protein	Western blotting	2021	Filtration|Centrifugal ultrafiltration|ExoQuick Kit|Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2910	26061593	Homo sapiens	Pathogenesis of pancreatic cancer exosome-induced lipolysis in adipose tissue	Pancreatic cancer cells	cl	6741-1 (MCPAN014)	Protein	Western blotting	2017	Differential centrifugation|Ultracentrifugation	Exosomes
2911	26061593	Homo sapiens	Pathogenesis of pancreatic cancer exosome-induced lipolysis in adipose tissue	Pancreatic cancer cells	cl	PANC-1	Protein	Western blotting	2017	Differential centrifugation|Ultracentrifugation	Exosomes
2912	26061593	Homo sapiens	Pathogenesis of pancreatic cancer exosome-induced lipolysis in adipose tissue	Plasma	ts	Non-pancreatic cancer control 	Protein	Western blotting	2017	Differential centrifugation|Ultracentrifugation	Exosomes
2913	26061593	Homo sapiens	Pathogenesis of pancreatic cancer exosome-induced lipolysis in adipose tissue	Plasma	ts	Pancreatic cancer patients	Protein	Western blotting	2017	Differential centrifugation|Ultracentrifugation	Exosomes
2914	26061593	Homo sapiens	Pathogenesis of pancreatic cancer exosome-induced lipolysis in adipose tissue	Pancreatic cancer cells	cl	PANC-1 - Adrenomedullin immunoprecipitation	Protein	Western blotting	2017	Differential centrifugation|Ultracentrifugation	Exosomes
2915	26061593	Homo sapiens	Pathogenesis of pancreatic cancer exosome-induced lipolysis in adipose tissue	Pancreatic cancer cells	cl	PANC-1 - Adrenomedullin immunoprecipitation	Protein	Western blotting	2017	Differential centrifugation|Ultracentrifugation	Exosomes
2916	26061593	Homo sapiens	Pathogenesis of pancreatic cancer exosome-induced lipolysis in adipose tissue	Pancreatic cancer cells	cl	6741-1 (MCPAN014) - Adrenomedullin immunoprecipitation	Protein	Western blotting	2017	Differential centrifugation|Ultracentrifugation	Exosomes
2917	26061593	Homo sapiens	Pathogenesis of pancreatic cancer exosome-induced lipolysis in adipose tissue	Pancreatic cancer cells	cl	6741-1 (MCPAN014) - Adrenomedullin immunoprecipitation	Protein	Western blotting	2017	Differential centrifugation|Ultracentrifugation	Exosomes
2918	33661579	Homo sapiens	Pannexin-1 channel regulates nuclear content packaging into apoptotic bodies and their size	T lymphoblast	cl	Jurkat T cells	Protein	Western blotting|Mass spectrometry	2021	Differential centrifugation	Apoptotic bodies
2919	33661579	Homo sapiens	Pannexin-1 channel regulates nuclear content packaging into apoptotic bodies and their size	T lymphoblast	cl	Jurkat T cells	Protein	Western blotting|Mass spectrometry	2021	Differential centrifugation	Apoptotic bodies
2920	33661579	Homo sapiens	Pannexin-1 channel regulates nuclear content packaging into apoptotic bodies and their size	T lymphoblast	cl	Jurkat T cells	Protein	Western blotting|Mass spectrometry	2021	Differential centrifugation	Apoptotic bodies
2921	33661579	Homo sapiens	Pannexin-1 channel regulates nuclear content packaging into apoptotic bodies and their size	T lymphoblast	cl	Jurkat T cells	Protein	Western blotting	2021	Differential centrifugation	Apoptotic bodies
2922	33661579	Homo sapiens	Pannexin-1 channel regulates nuclear content packaging into apoptotic bodies and their size	T lymphoblast	cl	Jurkat T cells	Protein	Western blotting	2021	Differential centrifugation	Apoptotic bodies
2923	35106941	Homo sapiens	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Human embryonic kidney cells	cl	HEK293T	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2924	35106941	Homo sapiens	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Human embryonic kidney cells	cl	HEK293T	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2925	35106941	Homo sapiens	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Human embryonic kidney cells	cl	HEK293T	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2926	35106941	Homo sapiens	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Human embryonic kidney cells	cl	HEK293T	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2927	35106941	Homo sapiens	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Human embryonic kidney cells	cl	HEK293T	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2928	35106941	Homo sapiens	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Human embryonic kidney cells	cl	HEK293T	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2929	35106941	Homo sapiens	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Human embryonic kidney cells	cl	HEK293T	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2930	35106941	Homo sapiens	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Human embryonic kidney cells	cl	HEK293T	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2931	35106941	Homo sapiens	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Human embryonic kidney cells	cl	HEK293T	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2932	35106941	Homo sapiens	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Human embryonic kidney cells	cl	HEK293T	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2933	35106941	Homo sapiens	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Human embryonic kidney cells	cl	HEK293T	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2934	35106941	Homo sapiens	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Human embryonic kidney cells	cl	HEK293T	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2935	35106941	Homo sapiens	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Human embryonic kidney cells	cl	HEK293T	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2936	35106941	Homo sapiens	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Human embryonic kidney cells	cl	HEK293T	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2937	35106941	Homo sapiens	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Human embryonic kidney cells	cl	HEK293T	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2938	35106941	Homo sapiens	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Human embryonic kidney cells	cl	HEK293T	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2939	35106941	Homo sapiens	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Human embryonic kidney cells	cl	HEK293T	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2940	35106941	Homo sapiens	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Human embryonic kidney cells	cl	HEK293T	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2941	35106941	Cricetulus griseus	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Ovarian epithelial cells	cl	CHO	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2942	35106941	Cricetulus griseus	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Ovarian epithelial cells	cl	CHO	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2943	35106941	Cricetulus griseus	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Ovarian epithelial cells	cl	CHO	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2944	35106941	Cricetulus griseus	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Ovarian epithelial cells	cl	CHO	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2945	35106941	Cricetulus griseus	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Ovarian epithelial cells	cl	CHO	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2946	35106941	Cricetulus griseus	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Ovarian epithelial cells	cl	CHO	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2947	35106941	Cricetulus griseus	K-29 linked ubiquitination of Arrdc4 regulates its function in extracellular vesicle biogenesis	Ovarian epithelial cells	cl	CHO	Protein	Western blotting	2022	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
2948	31101910	Homo sapiens	Analysis of extracellular vesicles generated from monocytes under conditions of lytic cell death	Monocytes	cl	THP-1 - Control - 2k pellet	Protein	Western blotting	2019	Differential centrifugation	Extracellular vesicles
2949	31101910	Homo sapiens	Analysis of extracellular vesicles generated from monocytes under conditions of lytic cell death	Monocytes	cl	THP-1 - Control - 2k pellet	Protein	Western blotting	2019	Differential centrifugation	Extracellular vesicles
2950	31101910	Homo sapiens	Analysis of extracellular vesicles generated from monocytes under conditions of lytic cell death	Monocytes	cl	THP-1 - Primary necrosis - 2k pellet	Protein	Western blotting	2019	Differential centrifugation	Extracellular vesicles
2951	31101910	Homo sapiens	Analysis of extracellular vesicles generated from monocytes under conditions of lytic cell death	Monocytes	cl	THP-1 - Secondary necrosis - 2k pellet	Protein	Western blotting	2019	Differential centrifugation	Extracellular vesicles
2952	31101910	Homo sapiens	Analysis of extracellular vesicles generated from monocytes under conditions of lytic cell death	Monocytes	cl	THP-1 - Pyroptosis - 2k pellet	Protein	Western blotting	2019	Differential centrifugation	Extracellular vesicles
2953	31101910	Homo sapiens	Analysis of extracellular vesicles generated from monocytes under conditions of lytic cell death	Monocytes	cl	THP-1 - Apoptosis - 2k pellet	Protein	Western blotting	2019	Differential centrifugation	Extracellular vesicles
2954	31101910	Homo sapiens	Analysis of extracellular vesicles generated from monocytes under conditions of lytic cell death	Monocytes	cl	THP-1 - control - 16k pellet	Protein	Western blotting	2019	Differential centrifugation	Extracellular vesicles
2955	31101910	Homo sapiens	Analysis of extracellular vesicles generated from monocytes under conditions of lytic cell death	Monocytes	cl	THP-1 - control - 16k pellet	Protein	Western blotting	2019	Differential centrifugation	Extracellular vesicles
2956	31101910	Homo sapiens	Analysis of extracellular vesicles generated from monocytes under conditions of lytic cell death	Monocytes	cl	THP-1 - Primary necrosis - 16k pellet	Protein	Western blotting	2019	Differential centrifugation	Extracellular vesicles
